id,name
2,北海道
3,東北
4,北関東
5,尾瀬
6,上州
7,日光
8,足尾
9,上信越
10,秩父
11,奥秩父
12,南関東
13,北アルプス
14,美ヶ原
15,霧ヶ峰
16,蓼科山
17,八ヶ岳
18,御嶽山
19,中央アルプス
20,南アルプス
21,北陸
22,近畿
23,中国
24,四国
25,九州
